date,fund,company,ticker,holding,market value($),weight(%),action,shares
2020-12-23,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,458713.0,47596060.88,2.92,Buy,19386.0
2020-12-23,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,198092.0,14589475.8,0.89,Buy,8370.0
2020-12-23,ARKQ,TERADYNE INC,TER,227367.0,26661054.42,1.63,Buy,9612.0
2020-12-23,ARKQ,TESLA INC,TSLA,285941.0,184712167.18,11.33,Buy,12078.0
2020-12-23,ARKQ,TRIMBLE INC,TRMB,983332.0,65470244.56,4.01,Buy,41562.0
2020-12-23,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,1285433.0,34475313.06,2.11,Buy,54324.0
2020-12-23,ARKQ,WORKHORSE GROUP INC,WKHS,1765330.0,40117124.25,2.46,Buy,74610.0
2020-12-23,ARKQ,XILINX INC,XLNX,224400.0,31862556.0,1.95,Buy,9486.0
2020-12-23,ARKW,ADOBE INC,ADBE,107762.0,53548015.42,0.98,Buy,298.0
2020-12-23,ARKW,ADYEN NV-UNSPON ADR,ADYEY,1129287.0,53979918.6,0.98,Buy,3134.0
2020-12-23,ARKW,AGORA INC-ADR,API,1572061.0,62819557.56,1.15,Buy,4362.0
2020-12-23,ARKW,ALIBABA GROUP HOLDING-SP ADR,BABA,214722.0,55007481.96,1.0,Buy,596.0
2020-12-23,ARKW,APPLE INC,AAPL,423417.0,55450690.32,1.01,Buy,1174.0
2020-12-23,ARKW,ATLASSIAN CORP PLC-CLASS A,TEAM,219641.0,52907124.08,0.97,Buy,610.0
2020-12-23,ARKW,CLOUDFLARE INC - CLASS A,NET,725943.0,59454731.7,1.08,Buy,2014.0
2020-12-23,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,306229.0,68442181.5,1.25,Buy,850.0
2020-12-23,ARKW,DOCUSIGN INC,DOCU,342676.0,83630077.8,1.53,Buy,950.0
2020-12-23,ARKW,FACEBOOK INC-CLASS A,FB,481734.0,129157702.74,2.36,Buy,1336.0
2020-12-23,ARKW,FASTLY INC - CLASS A,FSLY,1140234.0,114730345.08,2.09,Buy,3164.0
2020-12-23,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,6138699.0,177285627.12,3.2300000000000004,Buy,17028.0
2020-12-23,ARKW,HUBSPOT INC,HUBS,143449.0,58946063.08,1.08,Buy,398.0
2020-12-23,ARKW,HUYA INC-ADR,HUYA,4364956.0,86775325.28,1.58,Buy,12110.0
2020-12-23,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,875781.0,98245112.58,1.79,Buy,2430.0
2020-12-23,ARKW,JD.COM INC-ADR,JD,664140.0,56757404.4,1.04,Buy,1842.0
2020-12-23,ARKW,KE HOLDINGS INC,BEKE,1278445.0,86895906.65,1.59,Buy,3546.0
2020-12-23,ARKW,MERCADOLIBRE INC,MELI,44856.0,74909968.56,1.37,Buy,124.0
2020-12-23,ARKW,MORGAN STANLEY GOVT INSTL 8035,,15679500.32,15679500.32,0.29,Sell,6825740.289999999
2020-12-23,ARKW,NETFLIX INC,NFLX,204808.0,105369619.84,1.92,Buy,568.0
2020-12-23,ARKW,NINTENDO CO LTD-UNSPONS ADR,NTDOY,866718.0,67725344.52,1.24,Buy,2404.0
2020-12-23,ARKW,NVIDIA CORP,NVDA,104184.0,54214228.08,0.99,Buy,290.0
2020-12-23,ARKW,OKTA INC,OKTA,183103.0,49899229.56,0.91,Buy,508.0
2020-12-23,ARKW,OPENDOOR TECHNOLOGIES INC,OPEN,2993833.0,81581949.25,1.49,Buy,8306.0
2020-12-23,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,1318951.0,37840704.19,0.69,Buy,3660.0
2020-12-23,ARKW,PAYPAL HOLDINGS INC,PYPL,488445.0,116953270.8,2.13,Buy,1354.0
2020-12-23,ARKW,PELOTON INTERACTIVE INC-A,PTON,441788.0,71905414.88,1.31,Buy,1226.0
2020-12-23,ARKW,PINTEREST INC- CLASS A,PINS,1879674.0,137197405.26,2.5,Buy,5214.0
2020-12-23,ARKW,PURE STORAGE INC - CLASS A,PSTG,6982343.0,168972700.6,3.08,Buy,19370.0
2020-12-23,ARKW,ROKU INC,ROKU,1140465.0,411206060.4,7.5,Buy,3164.0
2020-12-23,ARKW,SALESFORCE.COM INC,CRM,223612.0,50856077.16,0.93,Buy,620.0
2020-12-23,ARKW,SEA LTD-ADR,SE,558792.0,109003555.44,1.99,Buy,1550.0
2020-12-23,ARKW,SHOPIFY INC - CLASS A,SHOP,92943.0,111341996.28,2.03,Buy,258.0
2020-12-23,ARKW,SNAP INC - A,SNAP,2364899.0,122359874.26,2.23,Buy,6560.0
2020-12-23,ARKW,SPLUNK INC,SPLK,320345.0,58478979.75,1.0699999999999998,Buy,888.0
2020-12-23,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,529308.0,175089793.32,3.19,Buy,1468.0
2020-12-23,ARKW,SQUARE INC - A,SQ,1119508.0,258248105.44,4.71,Buy,3106.0
2020-12-23,ARKW,SYNOPSYS INC,SNPS,182336.0,46440979.2,0.8500000000000001,Buy,506.0
2020-12-23,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,545426.0,56593401.76,1.03,Buy,1514.0
2020-12-23,ARKW,TELADOC HEALTH INC,TDOC,934630.0,195730214.6,3.5700000000000003,Buy,2592.0
2020-12-23,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,1433401.0,105569983.65,1.93,Buy,3976.0
2020-12-23,ARKW,TESLA INC,TSLA,818812.0,528936175.76,9.65,Buy,2272.0
2020-12-23,ARKW,TRADE DESK INC/THE -CLASS A,TTD,81696.0,75486287.04,1.38,Buy,226.0
2020-12-23,ARKW,TWILIO INC - A,TWLO,338832.0,123090888.96,2.25,Buy,940.0
2020-12-23,ARKW,UNITY SOFTWARE INC,U,664162.0,111546007.9,2.04,Buy,1842.0
2020-12-23,ARKW,ZILLOW GROUP INC - C,Z,784071.0,110734347.33,2.02,Buy,2176.0
2020-12-23,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,153956.0,59100629.28,1.08,Buy,428.0
2020-12-22,ARKF,ADYEN NV,ADYEN,29194.0,68879055.77,3.69,Buy,1440.0
2020-12-22,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,212020.0,54241076.6,2.91,Buy,10476.0
2020-12-22,ARKF,AMAZON.COM INC,AMZN,14706.0,47155083.12,2.53,Buy,720.0
2020-12-22,ARKF,APPLE INC,AAPL,310969.0,41010591.72,2.2,Buy,15372.0
2020-12-22,ARKF,BASE INC,4477,200200.0,17533793.1,0.94,Buy,10800.0
2020-12-22,ARKF,DISCOVERY LTD,DSY,2097604.0,21877053.02,1.17,Buy,103572.0
2020-12-22,ARKF,DOCUSIGN INC,DOCU,184343.0,46380698.8,2.48,Buy,9108.0
2020-12-22,ARKF,FACEBOOK INC-CLASS A,FB,134128.0,35824247.52,1.92,Buy,6624.0
2020-12-22,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,197268.0,25051063.32,1.34,Buy,9756.0
2020-12-22,ARKF,HDFC BANK LTD-ADR,HDB,251772.0,17226240.24,0.92,Buy,12420.0
2020-12-22,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,248329.0,15009004.76,0.8,Sell,48304.0
2020-12-22,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,644308.0,72909893.28,3.9,Buy,31824.0
2020-12-22,ARKF,INTUIT INC,INTU,80873.0,30729313.81,1.65,Buy,3996.0
2020-12-22,ARKF,JAPANESE YEN,,52209542.0,503588.54,0.02,Buy,32908096.0
2020-12-22,ARKF,JD HEALTH INTERNATIONAL INC,6618,6925.0,162922.26,0.01,Sell,114200.0
2020-12-22,ARKF,JD.COM INC-ADR,JD,249267.0,20636814.93,1.11,Buy,12312.0
2020-12-22,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,26792.0,1564652.8,0.08,Buy,3313.0
2020-12-22,ARKF,KE HOLDINGS INC,BEKE,233987.0,15831560.42,0.8500000000000001,Buy,38840.0
2020-12-22,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,599396.0,40232126.26,2.15,Buy,28800.0
2020-12-22,ARKF,MARKETAXESS HOLDINGS INC,MKTX,15249.0,9001789.68,0.48,Buy,756.0
2020-12-22,ARKF,MEITUAN-CLASS B,3690,1315015.0,46847907.62,2.51,Buy,64800.0
2020-12-22,ARKF,MERCADOLIBRE INC,MELI,52417.0,90806686.63,4.859999999999999,Buy,2592.0
2020-12-22,ARKF,MORGAN STANLEY GOVT INSTL 8035,,8120214.05,8120214.05,0.43,Sell,186585.8900000006
2020-12-22,ARKF,NVIDIA CORP,NVDA,36500.0,19386245.0,1.04,Buy,1800.0
2020-12-22,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,908749.0,26944407.85,1.44,Buy,31650.0
2020-12-22,ARKF,PAYPAL HOLDINGS INC,PYPL,289345.0,70452614.05,3.77,Buy,14292.0
2020-12-22,ARKF,PINDUODUO INC-ADR,PDD,167112.0,23231910.24,1.24,Buy,8244.0
2020-12-22,ARKF,PINTEREST INC- CLASS A,PINS,1049932.0,75962580.2,4.07,Buy,51840.0
2020-12-22,ARKF,SBI HOLDINGS INC,8473,654362.0,17931443.86,0.96,Buy,32400.0
2020-12-22,ARKF,SCHWAB (CHARLES) CORP,SCHW,439999.0,22721548.36,1.22,Buy,21744.0
2020-12-22,ARKF,SEA LTD-ADR,SE,329999.0,66214299.35,3.55,Buy,16308.0
2020-12-22,ARKF,SHOPIFY INC - CLASS A,SHOP,20264.0,25878749.12,1.39,Buy,3664.0
2020-12-22,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,569812.0,38963744.56,2.09,Buy,28152.0
2020-12-22,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,24051.0,1031306.88,0.06,Buy,1188.0
2020-12-22,ARKF,SNAP INC - A,SNAP,869495.0,45291994.55,2.43,Buy,42948.0
2020-12-22,ARKF,SOUTH AFRICAN RAND,,0.0,0.0,0.0,Sell,1786969.97
2020-12-22,ARKF,SPLUNK INC,SPLK,202055.0,35763735.0,1.92,Buy,9972.0
2020-12-22,ARKF,SQUARE INC - A,SQ,840447.0,203035186.26,10.87,Buy,41508.0
2020-12-22,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,228972.0,23799349.68,1.27,Buy,11304.0
2020-12-22,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,519266.0,16201099.2,0.8699999999999999,Buy,25632.0
2020-12-22,ARKF,TELADOC HEALTH INC,TDOC,95563.0,19689800.52,1.05,Buy,4716.0
2020-12-22,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,825304.0,60486530.16,3.2400000000000007,Buy,40752.0
2020-12-22,ARKF,TRANSUNION,TRU,105396.0,10411016.88,0.56,Sell,34170.0
2020-12-22,ARKF,TWILIO INC - A,TWLO,135939.0,50399384.25,2.7,Buy,6732.0
2020-12-22,ARKF,VERISK ANALYTICS INC,VRSK,70147.0,14164783.71,0.76,Buy,3456.0
2020-12-22,ARKF,WORKDAY INC-CLASS A,WDAY,144743.0,37301718.53,2.0,Buy,27684.0
2020-12-22,ARKF,YEAHKA LTD,9923,2934800.0,13040779.58,0.7,Buy,144000.0
2020-12-22,ARKF,Z HOLDINGS CORP,4689,5784007.0,33501771.92,1.79,Buy,284400.0
2020-12-22,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,7130945.0,32790077.16,1.76,Buy,352800.0
2020-12-22,ARKF,ZILLOW GROUP INC - C,Z,611382.0,85996992.12,4.61,Buy,30204.0
2020-12-22,ARKF,ZSCALER INC,ZS,0.0,0.0,0.0,Sell,989.0
2020-12-22,ARKG,10X GENOMICS INC-CLASS A,TXG,469809.0,70302218.76,0.94,Buy,25272.0
2020-12-22,ARKG,908 DEVICES INC,MASS,386176.0,21737847.04,0.29,Buy,20748.0
2020-12-22,ARKG,ACCOLADE INC,ACCD,2085960.0,112683559.2,1.51,Buy,112008.0
2020-12-22,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,1361357.0,89019134.23,1.1900000000000002,Buy,73086.0
2020-12-22,ARKG,ALPHABET INC-CL A,GOOGL,70251.0,120847175.22,1.6200000000000003,Buy,3744.0
2020-12-22,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,7856315.0,76520508.1,1.02,Buy,421746.0
2020-12-22,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,3944931.0,467316526.26,6.25,Sell,86679.0
2020-12-22,ARKG,BEAM THERAPEUTICS INC,BEAM,873918.0,77359221.36,1.03,Buy,46956.0
2020-12-22,ARKG,BERKELEY LIGHTS INC,BLI,1223270.0,129666620.0,1.73,Buy,67744.0
2020-12-22,ARKG,CAREDX INC,CDNA,3577903.0,275820542.27,3.69,Buy,192114.0
2020-12-22,ARKG,CASTLE BIOSCIENCES INC,CSTL,1713780.0,124403290.2,1.66,Buy,92040.0
2020-12-22,ARKG,CODEXIS INC,CDXS,3490787.0,81719323.67,1.09,Buy,187434.0
2020-12-22,ARKG,CRISPR THERAPEUTICS AG,CRSP,2853841.0,485381277.28,6.49,Sell,156247.0
2020-12-22,ARKG,EDITAS MEDICINE INC,EDIT,1816492.0,147244841.52,1.97,Sell,168760.0
2020-12-22,ARKG,EXACT SCIENCES CORP,EXAS,1811350.0,257429062.0,3.44,Buy,158832.0
2020-12-22,ARKG,FATE THERAPEUTICS INC,FATE,2555805.0,258008514.75,3.45,Buy,137202.0
2020-12-22,ARKG,GUARDANT HEALTH INC,GH,476030.0,64706757.9,0.8699999999999999,Buy,25584.0
2020-12-22,ARKG,INCYTE CORP,INCY,1570090.0,138152219.1,1.8500000000000003,Buy,84318.0
2020-12-22,ARKG,IONIS PHARMACEUTICALS INC,IONS,1894323.0,110988384.57,1.48,Buy,101712.0
2020-12-22,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,5183748.0,256543688.52,3.4300000000000006,Buy,278304.0
2020-12-22,ARKG,LONGVIEW ACQUISITION CORP-A,LGVW,1328607.0,22931756.82,0.31,Buy,71370.0
2020-12-22,ARKG,MORGAN STANLEY GOVT INSTL 8035,,101108426.73,101108426.73,1.35,Buy,15964491.61
2020-12-22,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,898186.0,65810088.22,0.88,Buy,48282.0
2020-12-22,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,1314625.0,115923632.5,1.55,Buy,70590.0
2020-12-22,ARKG,PERSONALIS INC,PSNL,6756422.0,297282568.0,3.97,Buy,362700.0
2020-12-22,ARKG,PHREESIA INC,PHR,1159541.0,66963492.75,0.9000000000000001,Buy,62244.0
2020-12-22,ARKG,PLURISTEM THERAPEUTICS INC,PSTI,3355554.0,22683545.04,0.3,Buy,180180.0
2020-12-22,ARKG,PURE STORAGE INC - CLASS A,PSTG,7619613.0,178756120.98,2.39,Buy,409032.0
2020-12-22,ARKG,REGENERON PHARMACEUTICALS,REGN,296251.0,145180765.06,1.94,Buy,83453.0
2020-12-22,ARKG,REPARE THERAPEUTICS INC,RPTX,530270.0,18013271.9,0.24,Buy,28470.0
2020-12-22,ARKG,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,3224383.0,138100323.89,1.8500000000000003,Buy,602670.0
2020-12-22,ARKG,SAREPTA THERAPEUTICS INC,SRPT,213985.0,38247678.9,0.51,Buy,11544.0
2020-12-22,ARKG,SCHRODINGER INC,SDGR,1229447.0,102548174.27,1.37,Buy,65988.0
2020-12-22,ARKG,SURFACE ONCOLOGY INC,SURF,2074880.0,20997785.6,0.28,Buy,111462.0
2020-12-22,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,6403003.0,118199435.38,1.58,Buy,343746.0
2020-12-22,ARKG,TELADOC HEALTH INC,TDOC,1506908.0,310483324.32,4.15,Buy,80886.0
2020-12-22,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,166931.0,77656301.2,1.04,Buy,8970.0
2020-12-22,ARKG,TWIST BIOSCIENCE CORP,TWST,2729824.0,458310151.36,6.13,Buy,59450.0
2020-12-22,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,656418.0,154192588.2,2.06,Buy,64940.0
2020-12-22,ARKK,BAIDU INC - SPON ADR,BIDU,1039782.0,198868705.32,1.0699999999999998,Buy,17578.0
2020-12-22,ARKK,CRISPR THERAPEUTICS AG,CRSP,6434266.0,1094339961.28,5.9,Sell,142000.0
2020-12-22,ARKK,DOCUSIGN INC,DOCU,1474485.0,370980426.0,2.0,Buy,24957.0
2020-12-22,ARKK,EDITAS MEDICINE INC,EDIT,6957337.0,563961737.22,3.04,Sell,183200.0
2020-12-22,ARKK,EXACT SCIENCES CORP,EXAS,2650368.0,376670300.16,2.03,Buy,44838.0
2020-12-22,ARKK,EXONE CO/THE,XONE,818399.0,9804420.02,0.05,Sell,91824.0
2020-12-22,ARKK,HUYA INC-ADR,HUYA,6107679.0,120138045.93,0.65,Buy,103400.0
2020-12-22,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,2537809.0,287178466.44,1.55,Buy,42958.0
2020-12-22,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,8438042.0,417598698.58,2.25,Buy,142786.0
2020-12-22,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,4619479.0,175540202.0,0.95,Buy,78161.0
2020-12-22,ARKK,KE HOLDINGS INC,BEKE,3680250.0,249005715.0,1.34,Buy,62275.0
2020-12-22,ARKK,MORGAN STANLEY GOVT INSTL 8035,,124657696.03,124657696.03,0.67,Buy,37686757.72
2020-12-22,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,2366042.0,173359897.34,0.93,Buy,40044.0
2020-12-22,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,2692545.0,209076119.25,1.13,Buy,45543.0
2020-12-22,ARKK,PAYPAL HOLDINGS INC,PYPL,1491044.0,363054303.56,1.96,Buy,25239.0
2020-12-22,ARKK,PINTEREST INC- CLASS A,PINS,2174728.0,157341570.8,0.8500000000000001,Buy,36801.0
2020-12-22,ARKK,PURE STORAGE INC - CLASS A,PSTG,21452020.0,503264389.2,2.71,Buy,362981.0
2020-12-22,ARKK,ROKU INC,ROKU,3607026.0,1279448192.46,6.890000000000001,Buy,61053.0
2020-12-22,ARKK,SEA LTD-ADR,SE,833992.0,167340494.8,0.9000000000000001,Buy,14100.0
2020-12-22,ARKK,SHOPIFY INC - CLASS A,SHOP,267556.0,341690416.48,1.84,Buy,47878.0
2020-12-22,ARKK,SPLUNK INC,SPLK,1029937.0,182298849.0,0.98,Buy,17437.0
2020-12-22,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,1506895.0,485159914.2,2.6100000000000003,Buy,25521.0
2020-12-22,ARKK,SQUARE INC - A,SQ,4190753.0,1012402109.74,5.45,Buy,70923.0
2020-12-22,ARKK,SYNOPSYS INC,SNPS,641984.0,165663971.2,0.89,Buy,10857.0
2020-12-22,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,3191865.0,331762448.1,1.79,Buy,54003.0
2020-12-22,ARKK,TELADOC HEALTH INC,TDOC,3795161.0,781954972.44,4.21,Buy,64202.0
2020-12-22,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,1950185.0,142929058.65,0.77,Buy,32994.0
2020-12-22,ARKK,TESLA INC,TSLA,2766299.0,1771371901.66,9.539999999999996,Buy,46812.0
2020-12-22,ARKK,TWILIO INC - A,TWLO,1118582.0,414714276.5,2.23,Buy,18941.0
2020-12-22,ARKK,TWIST BIOSCIENCE CORP,TWST,2438237.0,409355609.93,2.21,Buy,41266.0
2020-12-22,ARKK,UNITY SOFTWARE INC,U,1526307.0,262967433.03,1.4200000000000002,Buy,25850.0
2020-12-22,ARKK,ZILLOW GROUP INC - C,Z,4114945.0,578808163.7,3.12,Buy,69654.0
2020-12-22,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,552824.0,226105016.0,1.22,Buy,9353.0
2020-12-22,ARKQ,AEROVIRONMENT INC,AVAV,372070.0,33259337.3,2.14,Buy,10032.0
2020-12-22,ARKQ,ALPHABET INC-CL C,GOOG,33757.0,58180189.5,3.75,Buy,913.0
2020-12-22,ARKQ,AMAZON.COM INC,AMZN,5743.0,18415044.36,1.1900000000000002,Buy,154.0
2020-12-22,ARKQ,ANSYS INC,ANSS,58374.0,21149483.94,1.36,Buy,1573.0
2020-12-22,ARKQ,APPLE INC,AAPL,135438.0,17861563.44,1.15,Buy,3652.0
2020-12-22,ARKQ,AUTODESK INC,ADSK,50712.0,15409348.32,0.99,Buy,1364.0
2020-12-22,ARKQ,BAIDU INC - SPON ADR,BIDU,240590.0,46015243.4,2.97,Buy,6490.0
2020-12-22,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,790761.0,39435251.07,2.54,Buy,21318.0
2020-12-22,ARKQ,CATERPILLAR INC,CAT,228324.0,40317451.92,2.6,Buy,6160.0
2020-12-22,ARKQ,DEERE & CO,DE,227086.0,61145176.36,3.94,Buy,6127.0
2020-12-22,ARKQ,ELBIT SYSTEMS LTD,ESLT,117394.0,14392504.4,0.93,Buy,3168.0
2020-12-22,ARKQ,FLIR SYSTEMS INC,FLIR,1329038.0,55155077.0,3.55,Buy,135022.0
2020-12-22,ARKQ,HONEYWELL INTERNATIONAL INC,HON,34284.0,7129014.96,0.4599999999999999,Buy,924.0
2020-12-22,ARKQ,INTUITIVE SURGICAL INC,ISRG,23666.0,19293706.5,1.24,Buy,638.0
2020-12-22,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,1318195.0,50091410.0,3.2300000000000004,Buy,35541.0
2020-12-22,ARKQ,JD.COM INC-ADR,JD,586457.0,48552775.03,3.1300000000000003,Buy,15807.0
2020-12-22,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,1364431.0,36389374.77,2.34,Buy,36795.0
2020-12-22,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,2043213.0,53286995.04,3.4300000000000006,Buy,55088.0
2020-12-22,ARKQ,MATERIALISE NV-ADR,MTLS,1970587.0,114353163.61,7.37,Sell,10970.0
2020-12-22,ARKQ,MORGAN STANLEY GOVT INSTL 8035,,5665692.31,5665692.31,0.37,Sell,737285.0100000007
2020-12-22,ARKQ,NANO DIMENSION LTD - ADR,NNDM,4366571.0,39648464.68,2.55,Buy,117733.0
2020-12-22,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,697580.0,20976230.6,1.35,Buy,18810.0
2020-12-22,ARKQ,NVIDIA CORP,NVDA,26528.0,14089816.64,0.91,Buy,715.0
2020-12-22,ARKQ,NXP SEMICONDUCTORS NV,NXPI,298796.0,46725718.48,3.01,Buy,8052.0
2020-12-22,ARKQ,RAVEN INDUSTRIES INC,RAVN,451677.0,14860173.3,0.96,Buy,12177.0
2020-12-22,ARKQ,ROCKWELL AUTOMATION INC,ROK,51112.0,12657375.68,0.8199999999999998,Buy,1375.0
2020-12-22,ARKQ,SPLUNK INC,SPLK,158382.0,28033614.0,1.81,Buy,4268.0
2020-12-22,ARKQ,SYNOPSYS INC,SNPS,113439.0,29272933.95,1.89,Buy,3058.0
2020-12-22,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,439327.0,45663648.38,2.94,Buy,11847.0
2020-12-22,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,189722.0,13904725.38,0.9000000000000001,Buy,5115.0
2020-12-22,ARKQ,TERADYNE INC,TER,217755.0,25819210.35,1.66,Buy,5874.0
2020-12-22,ARKQ,TESLA INC,TSLA,273863.0,175365433.42,11.3,Buy,7381.0
2020-12-22,ARKQ,TRIMBLE INC,TRMB,941770.0,62326338.6,4.019999999999999,Buy,25388.0
2020-12-22,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,1231109.0,31356346.23,2.02,Buy,33198.0
2020-12-22,ARKQ,WORKHORSE GROUP INC,WKHS,1690720.0,39393776.0,2.54,Buy,45584.0
2020-12-22,ARKQ,XILINX INC,XLNX,214914.0,30982002.24,2.0,Buy,5797.0
2020-12-22,ARKW,ADOBE INC,ADBE,107464.0,54180124.88,0.98,Buy,1639.0
2020-12-22,ARKW,ADYEN NV-UNSPON ADR,ADYEY,1126153.0,53075590.89,0.96,Buy,17226.0
2020-12-22,ARKW,AGORA INC-ADR,API,1567699.0,69574481.62,1.26,Buy,23980.0
2020-12-22,ARKW,ALIBABA GROUP HOLDING-SP ADR,BABA,214126.0,54779854.58,0.99,Buy,3278.0
2020-12-22,ARKW,APPLE INC,AAPL,422243.0,55685406.84,1.01,Buy,6457.0
2020-12-22,ARKW,ATLASSIAN CORP PLC-CLASS A,TEAM,219031.0,54102847.31,0.98,Buy,3355.0
2020-12-22,ARKW,CLOUDFLARE INC - CLASS A,NET,723929.0,62663294.24,1.13,Buy,11077.0
2020-12-22,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,305379.0,68679737.1,1.24,Buy,4675.0
2020-12-22,ARKW,DOCUSIGN INC,DOCU,341726.0,85978261.6,1.5599999999999998,Buy,5225.0
2020-12-22,ARKW,FACEBOOK INC-CLASS A,FB,480398.0,128309501.82,2.32,Buy,7348.0
2020-12-22,ARKW,FASTLY INC - CLASS A,FSLY,1137070.0,119130823.9,2.16,Buy,17391.0
2020-12-22,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,6121671.0,186037581.69,3.37,Buy,93643.0
2020-12-22,ARKW,HUBSPOT INC,HUBS,143051.0,59826789.22,1.08,Buy,2189.0
2020-12-22,ARKW,HUYA INC-ADR,HUYA,4352846.0,85620480.82,1.55,Buy,66583.0
2020-12-22,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,873351.0,98828399.16,1.79,Buy,13365.0
2020-12-22,ARKW,JD.COM INC-ADR,JD,662298.0,54831651.42,0.99,Buy,10131.0
2020-12-22,ARKW,KE HOLDINGS INC,BEKE,1274899.0,86259666.34,1.5599999999999998,Buy,19503.0
2020-12-22,ARKW,MERCADOLIBRE INC,MELI,44732.0,77493269.48,1.4,Buy,682.0
2020-12-22,ARKW,MORGAN STANLEY GOVT INSTL 8035,,22505240.61,22505240.61,0.41,Buy,8661886.559999999
2020-12-22,ARKW,NETFLIX INC,NFLX,204240.0,107701879.2,1.95,Buy,3124.0
2020-12-22,ARKW,NINTENDO CO LTD-UNSPONS ADR,NTDOY,864314.0,67113982.1,1.21,Buy,13222.0
2020-12-22,ARKW,NVIDIA CORP,NVDA,103894.0,55181220.22,1.0,Buy,1595.0
2020-12-22,ARKW,OKTA INC,OKTA,182595.0,52149132.0,0.94,Buy,2794.0
2020-12-22,ARKW,OPENDOOR TECHNOLOGIES INC,OPEN,2985527.0,88520875.55,1.6,Buy,45672.0
2020-12-22,ARKW,PAGERDUTY INC,PD,2517296.0,117457031.36,2.13,Sell,209801.0
2020-12-22,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,1315291.0,36880759.64,0.67,Buy,20119.0
2020-12-22,ARKW,PAYPAL HOLDINGS INC,PYPL,487091.0,118601787.59,2.15,Buy,7447.0
2020-12-22,ARKW,PELOTON INTERACTIVE INC-A,PTON,440562.0,71023000.02,1.29,Buy,6743.0
2020-12-22,ARKW,PINTEREST INC- CLASS A,PINS,1874460.0,135617181.0,2.46,Buy,28677.0
2020-12-22,ARKW,PURE STORAGE INC - CLASS A,PSTG,6962973.0,163351346.58,2.96,Buy,106513.0
2020-12-22,ARKW,ROKU INC,ROKU,1137301.0,403412037.71,7.3,Buy,17402.0
2020-12-22,ARKW,SALESFORCE.COM INC,CRM,222992.0,51549060.64,0.93,Buy,3410.0
