date,fund,company,ticker,holding,market value($),weight(%)
2021-02-04,ARKK,TESLA INC,TSLA,2835897.0,2410484091.03,9.48
2021-02-04,ARKK,ROKU INC,ROKU,3930303.0,1700563502.04,6.69
2021-02-04,ARKK,TELADOC HEALTH INC,TDOC,4676231.0,1294567790.04,5.09
2021-02-04,ARKK,SQUARE INC - A,SQ,4958034.0,1178623842.48,4.64
2021-02-04,ARKK,CRISPR THERAPEUTICS AG,CRSP,6030285.0,1011821520.15,3.98
2021-02-04,ARKK,INVITAE CORP,NVTA,17340761.0,870332794.59,3.42
2021-02-04,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,2441692.0,768400472.4,3.02
2021-02-04,ARKK,BAIDU INC - SPON ADR,BIDU,2826215.0,730378742.45,2.87
2021-02-04,ARKK,ZILLOW GROUP INC - C,Z,4884164.0,725786770.4,2.86
2021-02-04,ARKK,PROTO LABS INC,PRLB,3088854.0,663949167.3,2.61
2021-02-04,ARKK,TWIST BIOSCIENCE CORP,TWST,3004547.0,593848714.55,2.34
2021-02-04,ARKK,PURE STORAGE INC - CLASS A,PSTG,22107524.0,594692395.6,2.34
2021-02-04,ARKK,SHOPIFY INC - CLASS A,SHOP,466219.0,587841550.53,2.31
2021-02-04,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,6136222.0,585334216.58,2.3
2021-02-04,ARKK,TWILIO INC - A,TWLO,1378517.0,550703756.33,2.17
2021-02-04,ARKK,PAYPAL HOLDINGS INC,PYPL,2041046.0,551960069.78,2.17
2021-02-04,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,1320789.0,515081294.22,2.03
2021-02-04,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,10397537.0,506152101.16,1.99
2021-02-04,ARKK,EXACT SCIENCES CORP,EXAS,3505637.0,500604963.6,1.97
2021-02-04,ARKK,DOCUSIGN INC,DOCU,1960122.0,482209613.22,1.9
2021-02-04,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,3387382.0,434093003.3,1.71
2021-02-04,ARKK,INTELLIA THERAPEUTICS INC,NTLA,6413936.0,434544164.0,1.71
2021-02-04,ARKK,MATERIALISE NV-ADR,MTLS,5967005.0,424850756.0,1.67
2021-02-04,ARKK,EDITAS MEDICINE INC,EDIT,6611519.0,417715770.42,1.64
2021-02-04,ARKK,LENDINGTREE INC,TREE UW,1216100.0,414009084.0,1.63
2021-02-04,ARKK,PAGERDUTY INC,PD,7502431.0,405431371.24,1.6
2021-02-04,ARKK,VERACYTE INC,VCYT,4809293.0,374499645.91,1.47
2021-02-04,ARKK,2U INC,TWOU,8001808.0,366402788.32,1.44
2021-02-04,ARKK,KE HOLDINGS INC,BEKE,5604704.0,364193665.92,1.43
2021-02-04,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,3127276.0,358229465.8,1.41
2021-02-04,ARKK,STRATASYS LTD,SSYS,7002944.0,332779898.88,1.31
2021-02-04,ARKK,SEA LTD-ADR,SE,1299621.0,317055539.16,1.25
2021-02-04,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,4163722.0,304492989.86,1.2
2021-02-04,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,5692230.0,300891277.8,1.18
2021-02-04,ARKK,UNITY SOFTWARE INC,U,1880765.0,281757404.65,1.11
2021-02-04,ARKK,10X GENOMICS INC-CLASS A,TXG,1488121.0,270599922.64,1.06
2021-02-04,ARKK,PACCAR INC,PCAR,2664108.0,258684886.8,1.02
2021-02-04,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,7208976.0,252386249.76,0.99
2021-02-04,ARKK,SYNOPSYS INC,SNPS,889362.0,240207782.58,0.95
2021-02-04,ARKK,REGENERON PHARMACEUTICALS,REGN,470238.0,234573523.92,0.92
2021-02-04,ARKK,PINTEREST INC- CLASS A,PINS,2978175.0,231821142.0,0.91
2021-02-04,ARKK,SERES THERAPEUTICS INC,MCRB,7984585.0,210313968.9,0.83
2021-02-04,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,2162983.0,196031149.29,0.77
2021-02-04,ARKK,HUYA INC-ADR,HUYA,6833849.0,179866905.68,0.71
2021-02-04,ARKK,SPLUNK INC,SPLK,882785.0,152068544.1,0.6
2021-02-04,ARKK,CERUS CORP,CERS,18936575.0,142024312.5,0.56
2021-02-04,ARKK,TERADYNE INC,TER,1025351.0,128702057.52,0.51
2021-02-04,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,1713596.0,125949306.0,0.5
2021-02-04,ARKK,COMPUGEN LTD,CGEN,9962980.0,124836139.4,0.49
2021-02-04,ARKK,FATE THERAPEUTICS INC,FATE,882104.0,90521512.48,0.36
2021-02-04,ARKK,SYROS PHARMACEUTICALS INC,SYRS,5022895.0,58516726.75,0.23
2021-02-04,ARKK,BEAM THERAPEUTICS INC,BEAM,328396.0,34258270.72,0.13
2021-02-04,ARKK,ORGANOVO HOLDINGS INC,ONVO ,467501.0,6619814.16,0.03
2021-02-04,ARKQ,TESLA INC,TSLA,418497.0,355718265.03,10.54
2021-02-04,ARKQ,BAIDU INC - SPON ADR,BIDU,575522.0,148732150.46,4.41
2021-02-04,ARKQ,TRIMBLE INC,TRMB,2054935.0,146784007.05,4.35
2021-02-04,ARKQ,MATERIALISE NV-ADR,MTLS,2045445.0,145635684.0,4.32
2021-02-04,ARKQ,DEERE & CO,DE,462559.0,143055621.93,4.24
2021-02-04,ARKQ,JD.COM INC-ADR,JD,1468691.0,138982229.33,4.12
2021-02-04,ARKQ,ALPHABET INC-CL C,GOOG,59155.0,121999497.35,3.62
2021-02-04,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,4012436.0,117664685.7,3.49
2021-02-04,ARKQ,TERADYNE INC,TER,859172.0,107843269.44,3.2
2021-02-04,ARKQ,NANO DIMENSION LTD - ADR,NNDM,7005747.0,103124595.84,3.06
2021-02-04,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,804561.0,103104492.15,3.06
2021-02-04,ARKQ,NXP SEMICONDUCTORS NV,NXPI,566885.0,102861283.25,3.05
2021-02-04,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,1801134.0,98558052.48,2.92
2021-02-04,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,1740175.0,91985650.5,2.73
2021-02-04,ARKQ,WORKHORSE GROUP INC,WKHS,2152827.0,88997868.18,2.64
2021-02-04,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,2915862.0,83277018.72,2.47
2021-02-04,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,1262333.0,83276108.01,2.47
2021-02-04,ARKQ,CATERPILLAR INC,CAT,425547.0,81556082.55,2.42
2021-02-04,ARKQ,STRATASYS LTD,SSYS,1544348.0,73387416.96,2.17
2021-02-04,ARKQ,SYNOPSYS INC,SNPS,256303.0,69224877.27,2.05
2021-02-04,ARKQ,AEROVIRONMENT INC,AVAV,567863.0,69086212.58,2.05
2021-02-04,ARKQ,NVIDIA CORP,NVDA,123590.0,67550586.3,2.0
2021-02-04,ARKQ,LOCKHEED MARTIN CORP,LMT,198997.0,67107758.31,1.99
2021-02-04,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,1421095.0,66777254.05,1.98
2021-02-04,ARKQ,PROTO LABS INC,PRLB,258782.0,55625190.9,1.65
2021-02-04,ARKQ,2U INC,TWOU,1201373.0,55010869.67,1.63
2021-02-04,ARKQ,MAGNA INTERNATIONAL INC,MGA,636644.0,48416776.2,1.43
2021-02-04,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,120769.0,46790741.36,1.39
2021-02-04,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,447315.0,42669377.85,1.26
2021-02-04,ARKQ,INTUITIVE SURGICAL INC,ISRG,51437.0,38940380.85,1.15
2021-02-04,ARKQ,ANSYS INC,ANSS,102132.0,38545638.12,1.14
2021-02-04,ARKQ,XILINX INC,XLNX,262718.0,35803209.04,1.06
2021-02-04,ARKQ,EXONE CO/THE,XONE,997483.0,35929337.66,1.06
2021-02-04,ARKQ,FLIR SYSTEMS INC,FLIR,656553.0,35788704.03,1.06
2021-02-04,ARKQ,ROCKWELL AUTOMATION INC,ROK,143218.0,34554206.86,1.02
2021-02-04,ARKQ,RAVEN INDUSTRIES INC,RAVN,943035.0,33364578.3,0.99
2021-02-04,ARKQ,AMAZON.COM INC,AMZN,10027.0,33399937.0,0.99
2021-02-04,ARKQ,APPLE INC,AAPL,237030.0,32565551.7,0.97
2021-02-04,ARKQ,ELBIT SYSTEMS LTD,ESLT,230629.0,32447194.01,0.96
2021-02-04,ARKQ,AUTODESK INC,ADSK,88656.0,26640241.44,0.79
2021-02-04,ARKQ,PACCAR INC,PCAR,167855.0,16298720.5,0.48
2021-02-04,ARKQ,EXPERIENCE INVESTMENT CORP-A,EXPC,829769.0,12413344.24,0.37
2021-02-04,ARKQ,HONEYWELL INTERNATIONAL INC,HON,59988.0,12032992.92,0.36
2021-02-04,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,197165.0,2791856.4,0.08
2021-02-04,ARKQ,SPLUNK INC,SPLK,1071.0,184490.46,0.01
2021-02-04,ARKW,TESLA INC,TSLA,841560.0,715317584.4,9.32
2021-02-04,ARKW,TELADOC HEALTH INC,TDOC,1145897.0,317230125.48,4.13
2021-02-04,ARKW,SQUARE INC - A,SQ,1266024.0,300959225.28,3.92
2021-02-04,ARKW,ROKU INC,ROKU,662023.0,286444111.64,3.73
2021-02-04,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,7526604.0,285709887.84,3.72
2021-02-04,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,2828831.0,269842189.09,3.51
2021-02-04,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,768636.0,241889749.2,3.15
2021-02-04,ARKW,AGORA INC-ADR,API,2573516.0,226906905.72,2.96
2021-02-04,ARKW,NETFLIX INC,NFLX,336403.0,185748280.48,2.42
2021-02-04,ARKW,SEA LTD-ADR,SE,685111.0,167139679.56,2.18
2021-02-04,ARKW,PURE STORAGE INC - CLASS A,PSTG,6095078.0,163957598.2,2.14
2021-02-04,ARKW,PAYPAL HOLDINGS INC,PYPL,598886.0,161956740.98,2.11
2021-02-04,ARKW,FASTLY INC - CLASS A,FSLY,1353851.0,151184541.17,1.97
2021-02-04,ARKW,TWILIO INC - A,TWLO,377484.0,150801083.16,1.96
2021-02-04,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,1316843.0,150844365.65,1.96
2021-02-04,ARKW,FACEBOOK INC-CLASS A,FB,562970.0,150025875.3,1.95
2021-02-04,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,374094.0,145889178.12,1.9
2021-02-04,ARKW,SHOPIFY INC - CLASS A,SHOP,113970.0,143701353.9,1.87
2021-02-04,ARKW,ZILLOW GROUP INC - C,Z,961363.0,142858541.8,1.86
2021-02-04,ARKW,NVIDIA CORP,NVDA,255643.0,139726794.51,1.82
2021-02-04,ARKW,PINTEREST INC- CLASS A,PINS,1686571.0,131282686.64,1.71
2021-02-04,ARKW,VERACYTE INC,VCYT,1645791.0,128157745.17,1.67
2021-02-04,ARKW,HUYA INC-ADR,HUYA,4710087.0,123969489.84,1.61
2021-02-04,ARKW,OPENDOOR TECHNOLOGIES INC,OPEN,4312879.0,122830793.92,1.6
2021-02-04,ARKW,DOCUSIGN INC,DOCU,491231.0,120847738.31,1.57
2021-02-04,ARKW,LENDINGTREE INC,TREE UW,354957.0,120841561.08,1.57
2021-02-04,ARKW,PAGERDUTY INC,PD,2226551.0,120322816.04,1.57
2021-02-04,ARKW,BAIDU INC - SPON ADR,BIDU,460239.0,118939564.77,1.55
2021-02-04,ARKW,SNAP INC - A,SNAP,1941378.0,113201751.18,1.47
2021-02-04,ARKW,KE HOLDINGS INC,BEKE,1683907.0,109420276.86,1.42
2021-02-04,ARKW,ALIBABA GROUP HOLDING-SP ADR,BABA,349928.0,93416778.88,1.22
2021-02-04,ARKW,SALESFORCE.COM INC,CRM,371887.0,88501668.26,1.15
2021-02-04,ARKW,UNITY SOFTWARE INC,U,591119.0,88555537.39,1.15
2021-02-04,ARKW,2U INC,TWOU,1882940.0,86219822.6,1.12
2021-02-04,ARKW,TWITTER INC,TWTR,1522494.0,86036135.94,1.12
2021-02-04,ARKW,TRADE DESK INC/THE -CLASS A,TTD,100115.0,85500212.3,1.11
2021-02-04,ARKW,PELOTON INTERACTIVE INC-A,PTON,541705.0,85334788.65,1.11
2021-02-04,ARKW,MERCADOLIBRE INC,MELI,43897.0,83112384.95,1.08
2021-02-04,ARKW,ADOBE INC,ADBE,163419.0,79973990.22,1.04
2021-02-04,ARKW,NINTENDO CO LTD-UNSPONS ADR,NTDOY,1062638.0,77710716.94,1.01
2021-02-04,ARKW,ADYEN NV-UNSPON ADR,ADYEY,1691060.0,77501279.8,1.01
2021-02-04,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,598324.0,76675220.6,1.0
2021-02-04,ARKW,JD.COM INC-ADR,JD,814263.0,77053707.69,1.0
2021-02-04,ARKW,SYNOPSYS INC,SNPS,275219.0,74333899.71,0.97
2021-02-04,ARKW,CLOUDFLARE INC - CLASS A,NET,890082.0,73912409.28,0.96
2021-02-04,ARKW,APPLE INC,AAPL,519098.0,71318874.22,0.93
2021-02-04,ARKW,HUBSPOT INC,HUBS,175886.0,71717516.5,0.93
2021-02-04,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,315550.0,70686355.5,0.92
2021-02-04,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,2179100.0,69840155.0,0.91
2021-02-04,ARKW,NANO DIMENSION LTD - ADR,NNDM,4444574.0,65424129.28,0.85
2021-02-04,ARKW,ATLASSIAN CORP PLC-CLASS A,TEAM,269356.0,64914796.0,0.85
2021-02-04,ARKW,SILVERGATE CAPITAL CORP-CL A,SI,545035.0,64275977.55,0.84
2021-02-04,ARKW,OKTA INC,OKTA,224505.0,63674108.1,0.83
2021-02-04,ARKW,LENDINGCLUB CORP,LC,4605038.0,60556249.7,0.79
2021-02-04,ARKW,SKILLZ INC,SKLZ,1327024.0,51740665.76,0.67
2021-02-04,ARKW,DRAFTKINGS INC - CL A,DKNG,651254.0,41133202.64,0.54
2021-02-04,ARKG,TELADOC HEALTH INC,TDOC,3396149.0,940189889.16,7.89
2021-02-04,ARKG,TWIST BIOSCIENCE CORP,TWST,3693562.0,730032529.3,6.12
2021-02-04,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,17686053.0,619188715.53,5.19
2021-02-04,ARKG,CAREDX INC,CDNA,5417526.0,485356154.34,4.07
2021-02-04,ARKG,EXACT SCIENCES CORP,EXAS,3263427.0,466017375.6,3.91
2021-02-04,ARKG,REGENERON PHARMACEUTICALS,REGN,852662.0,425341912.08,3.57
2021-02-04,ARKG,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,9513859.0,415755638.3,3.49
2021-02-04,ARKG,FATE THERAPEUTICS INC,FATE,3869794.0,397118260.28,3.33
2021-02-04,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,1828932.0,390861057.72,3.28
2021-02-04,ARKG,CRISPR THERAPEUTICS AG,CRSP,2281131.0,382750970.49,3.21
2021-02-04,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,7848961.0,382087421.48,3.2
2021-02-04,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,4122388.0,373612024.44,3.13
2021-02-04,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,20036233.0,344623207.6,2.89
2021-02-04,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,3890819.0,337645272.82,2.83
2021-02-04,ARKG,INVITAE CORP,NVTA,6110571.0,306689558.49,2.57
2021-02-04,ARKG,INCYTE CORP,INCY,3064542.0,278597513.22,2.34
2021-02-04,ARKG,PERSONALIS INC,PSNL,6663749.0,261685423.23,2.19
2021-02-04,ARKG,CASTLE BIOSCIENCES INC,CSTL,2663158.0,234890535.6,1.97
2021-02-04,ARKG,PURE STORAGE INC - CLASS A,PSTG,8611880.0,231659572.0,1.94
2021-02-04,ARKG,IONIS PHARMACEUTICALS INC,IONS,3858298.0,229221484.18,1.92
2021-02-04,ARKG,ACCOLADE INC,ACCD,4295281.0,227950562.67,1.91
2021-02-04,ARKG,BEAM THERAPEUTICS INC,BEAM,1836771.0,191611950.72,1.61
2021-02-04,ARKG,10X GENOMICS INC-CLASS A,TXG,1042815.0,189625479.6,1.59
2021-02-04,ARKG,BERKELEY LIGHTS INC,BLI,2425461.0,188215773.6,1.58
2021-02-04,ARKG,SCHRODINGER INC,SDGR,1861425.0,184895345.25,1.55
2021-02-04,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,621288.0,180173520.0,1.51
2021-02-04,ARKG,ALPHABET INC-CL A,GOOGL,84137.0,172786267.31,1.45
2021-02-04,ARKG,BRISTOL-MYERS SQUIBB CO,BMY,2800590.0,172404320.4,1.45
2021-02-04,ARKG,VERACYTE INC,VCYT,2129720.0,165841296.4,1.39
2021-02-04,ARKG,SAREPTA THERAPEUTICS INC,SRPT,1703141.0,163041687.93,1.37
2021-02-04,ARKG,CODEXIS INC,CDXS,5738719.0,160110260.1,1.34
2021-02-04,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,323904.0,158376099.84,1.33
2021-02-04,ARKG,CELLECTIS - ADR,CLLS,5968071.0,153618147.54,1.29
2021-02-04,ARKG,INTELLIA THERAPEUTICS INC,NTLA,2154218.0,145948269.5,1.22
2021-02-04,ARKG,PHREESIA INC,PHR,1755647.0,127565311.02,1.07
2021-02-04,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,2061296.0,122255465.76,1.03
2021-02-04,ARKG,GUARDANT HEALTH INC,GH,721046.0,114098319.04,0.96
2021-02-04,ARKG,EDITAS MEDICINE INC,EDIT,1791580.0,113192024.4,0.95
2021-02-04,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,1359890.0,99951915.0,0.84
2021-02-04,ARKG,SERES THERAPEUTICS INC,MCRB,3512754.0,92525940.36,0.78
2021-02-04,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,8521917.0,79424266.44,0.67
2021-02-04,ARKG,COMPUGEN LTD,CGEN,5656557.0,70876659.21,0.59
2021-02-04,ARKG,CERUS CORP,CERS,8062127.0,60465952.5,0.51
2021-02-04,ARKG,REPARE THERAPEUTICS INC,RPTX,1201451.0,43047989.33,0.36
2021-02-04,ARKG,908 DEVICES INC,MASS,584878.0,40064143.0,0.34
2021-02-04,ARKG,LONGVIEW ACQUISITION CORP-A,LGVW,2012170.0,40283643.4,0.34
2021-02-04,ARKG,SURFACE ONCOLOGY INC,SURF,3668733.0,39769065.72,0.33
2021-02-04,ARKG,SYROS PHARMACEUTICALS INC,SYRS,3123648.0,36390499.2,0.31
2021-02-04,ARKG,EVOGENE LTD,EVGN,4531476.0,34801735.68,0.29
2021-02-04,ARKG,PLURISTEM THERAPEUTICS INC,PSTI,3792719.0,24500964.74,0.21
2021-02-04,ARKG,1LIFE HEALTHCARE INC,ONEM,277789.0,15286728.67,0.13
2021-02-04,ARKG,HIMS & HERS HEALTH INC,HIMS,482514.0,10692510.24,0.09
2021-02-04,ARKG,ORGANOVO HOLDINGS INC,ONVO ,369959.0,5238619.44,0.04
2021-02-04,ARKF,SQUARE INC - A,SQ,1227148.0,291717622.56,9.12
2021-02-04,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,1617353.0,154279302.67,4.83
2021-02-04,ARKF,ZILLOW GROUP INC - C,Z,940145.0,139705547.0,4.37
2021-02-04,ARKF,PAYPAL HOLDINGS INC,PYPL,511019.0,138194868.17,4.32
2021-02-04,ARKF,PINTEREST INC- CLASS A,PINS,1614486.0,125671590.24,3.93
2021-02-04,ARKF,MERCADOLIBRE INC,MELI,65866.0,124707391.1,3.9
2021-02-04,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,1038943.0,119010920.65,3.72
2021-02-04,ARKF,SEA LTD-ADR,SE,476304.0,116199123.84,3.63
2021-02-04,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,876231.0,103333921.83,3.23
2021-02-04,ARKF,ADYEN NV,ADYEN,44874.0,102187732.0,3.2
2021-02-04,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,352671.0,94149050.16,2.94
2021-02-04,ARKF,MEITUAN-CLASS B,3690,1807486.0,93489650.25,2.92
2021-02-04,ARKF,TWILIO INC - A,TWLO,209193.0,83570511.57,2.61
2021-02-04,ARKF,YEAHKA LTD,9923,7257600.0,80881834.19,2.53
2021-02-04,ARKF,SNAP INC - A,SNAP,1336976.0,77959070.56,2.44
2021-02-04,ARKF,AMAZON.COM INC,AMZN,22546.0,75100726.0,2.35
2021-02-04,ARKF,DOCUSIGN INC,DOCU,283469.0,69736208.69,2.18
2021-02-04,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,10970045.0,69334391.67,2.17
2021-02-04,ARKF,APPLE INC,AAPL,478253.0,65707179.67,2.06
2021-02-04,ARKF,Z HOLDINGS CORP,4689,10218830.0,64181746.24,2.01
2021-02-04,ARKF,SHOPIFY INC - CLASS A,SHOP,50308.0,63431847.96,1.98
2021-02-04,ARKF,WORKDAY INC-CLASS A,WDAY,231600.0,61186404.0,1.91
2021-02-04,ARKF,LENDINGTREE INC,TREE UW,172402.0,58692536.88,1.84
2021-02-04,ARKF,FACEBOOK INC-CLASS A,FB,206206.0,54951836.94,1.72
2021-02-04,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,1886008.0,53713507.84,1.68
2021-02-04,ARKF,SPLUNK INC,SPLK,310648.0,53512224.48,1.67
2021-02-04,ARKF,PINDUODUO INC-ADR,PDD,257024.0,50700554.24,1.59
2021-02-04,ARKF,INTUIT INC,INTU,124360.0,48839902.8,1.53
2021-02-04,ARKF,TELADOC HEALTH INC,TDOC,173143.0,47932908.12,1.5
2021-02-04,ARKF,JD.COM INC-ADR,JD,477298.0,45166709.74,1.41
2021-02-04,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,352129.0,45125331.35,1.41
2021-02-04,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,953336.0,40087778.8,1.25
2021-02-04,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,541196.0,39348202.2,1.23
2021-02-04,ARKF,KE HOLDINGS INC,BEKE,601262.0,39070004.76,1.22
2021-02-04,ARKF,SCHWAB (CHARLES) CORP,SCHW,676697.0,37353674.4,1.17
2021-02-04,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,303450.0,36662829.0,1.15
2021-02-04,ARKF,BASE INC,4477,317800.0,34717267.52,1.09
2021-02-04,ARKF,HDFC BANK LTD-ADR,HDB,387323.0,30889009.25,0.97
2021-02-04,ARKF,NVIDIA CORP,NVDA,56100.0,30662577.0,0.96
2021-02-04,ARKF,DISCOVERY LTD,DSY,3225880.0,28815354.4,0.9
2021-02-04,ARKF,LENDINGCLUB CORP,LC,1879598.0,24716713.7,0.77
2021-02-04,ARKF,VERISK ANALYTICS INC,VRSK,107816.0,20311456.24,0.64
2021-02-04,ARKF,BILL.COM HOLDINGS INC,BILL,98899.0,13833003.13,0.43
2021-02-04,ARKF,MARKETAXESS HOLDINGS INC,MKTX,23481.0,13294942.2,0.42
2021-02-04,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,58279.0,3904693.0,0.12
2021-02-04,PRNT,EXONE CO/THE,XONE,1024257.0,36893737.14,9.17
2021-02-04,PRNT,3D SYSTEMS CORP,DDD,573353.0,25456873.2,6.33
2021-02-04,PRNT,STRATASYS LTD,SSYS,498670.0,23696798.4,5.89
2021-02-04,PRNT,PROTO LABS INC,PRLB,86664.0,18628426.8,4.63
2021-02-04,PRNT,DESKTOP METAL INC-A,DM,647743.0,17534403.01,4.36
2021-02-04,PRNT,MGI DIGITAL GRAPHIC TECHNOLO,ALMDG,260904.0,17358840.69,4.31
2021-02-04,PRNT,PTC INC,PTC,120300.0,16756587.0,4.16
2021-02-04,PRNT,SLM SOLUTIONS GROUP AG,AM3D,675326.0,16687785.73,4.15
2021-02-04,PRNT,MICROSOFT CORP,MSFT,68956.0,16688041.56,4.15
2021-02-04,PRNT,STRAUMANN HOLDING AG-REG,STMN,13740.0,16431152.17,4.08
2021-02-04,PRNT,RENISHAW PLC,RSW,197294.0,16404966.02,4.08
2021-02-04,PRNT,DASSAULT SYSTEMES SE,DSY,75551.0,16300507.74,4.05
2021-02-04,PRNT,HP INC,HPQ,625449.0,16230401.55,4.03
2021-02-04,PRNT,MATERIALISE NV-ADR,MTLS,225976.0,16089491.2,4.0
2021-02-04,PRNT,ALTAIR ENGINEERING INC - A,ALTR,243869.0,15495436.26,3.85
2021-02-04,PRNT,TRIMBLE INC,TRMB,213337.0,15238661.91,3.79
2021-02-04,PRNT,ANSYS INC,ANSS,40248.0,15189997.68,3.77
2021-02-04,PRNT,AUTODESK INC,ADSK,47315.0,14217684.35,3.53
2021-02-04,PRNT,ALIGN TECHNOLOGY INC,ALGN,7857.0,4833312.12,1.2
2021-02-04,PRNT,FARO TECHNOLOGIES INC,FARO,57940.0,4483976.6,1.11
2021-02-04,PRNT,HEXAGON AB-B SHS,HEXAB,48316.0,4263495.76,1.06
2021-02-04,PRNT,AMETEK INC,AME,35321.0,4137855.15,1.03
2021-02-04,PRNT,BERTRANDT AG,BDT,57067.0,3510050.38,0.87
2021-02-04,PRNT,SIEMENS AG-REG,SIE,20657.0,3365750.98,0.84
2021-02-04,PRNT,ULTRA CLEAN HOLDINGS INC,UCTT,76665.0,3336460.8,0.83
2021-02-04,PRNT,OC OERLIKON CORP AG-REG,OERL,291751.0,3166189.84,0.79
2021-02-04,PRNT,MICHELIN (CGDE),ML,22927.0,3170168.67,0.79
2021-02-04,PRNT,AEROJET ROCKETDYNE HOLDINGS,AJRD,57161.0,3026103.34,0.75
2021-02-04,PRNT,GENERAL ELECTRIC CO,GE,265105.0,3035452.25,0.75
2021-02-04,PRNT,MEDTRONIC PLC,MDT UN,25008.0,2925936.0,0.73
2021-02-04,PRNT,MOOG INC-CLASS A,MOG/A,36772.0,2887705.16,0.72
2021-02-04,PRNT,NUVASIVE INC,NUVA,50857.0,2899357.57,0.72
2021-02-04,PRNT,UNITED PARCEL SERVICE-CL B,UPS,17893.0,2903318.18,0.72
2021-02-04,PRNT,STRYKER CORP,SYK,12073.0,2862266.84,0.71
2021-02-04,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,25006.0,2858935.98,0.71
2021-02-04,PRNT,KAISER ALUMINUM CORP,KALU,29168.0,2835129.6,0.7
2021-02-04,PRNT,ARCONIC CORP,ARNC,99155.0,2637523.0,0.66
2021-02-04,PRNT,PYROGENESIS CANADA INC,PYR,136100.0,581451.63,0.14
2021-02-04,PRNT,SGL CARBON SE,SGL,71135.0,554152.78,0.14
2021-02-04,PRNT,EASTMAN KODAK CO,KODK,43719.0,469542.06,0.12
2021-02-04,PRNT,TORAY INDUSTRIES INC,3402,62208.0,426370.43,0.11
2021-02-04,PRNT,3M CO,MMM,2403.0,425571.3,0.11
2021-02-04,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,22754.0,420038.84,0.1
2021-02-04,PRNT,CARPENTER TECHNOLOGY,CRS,11730.0,386503.5,0.1
2021-02-04,PRNT,DUPONT DE NEMOURS INC,DD,5028.0,387055.44,0.1
2021-02-04,PRNT,EVONIK INDUSTRIES AG,EVK,12653.0,415018.76,0.1
2021-02-04,PRNT,HENKEL AG & CO KGAA VORZUG,HEN3,3823.0,399194.63,0.1
