No.,date,fund,company,ticker,holding,market value($),weight(%),action,shares,% change
1,2021-06-11,ARKK,TESLA INC,TSLA,3460605.0,2111384322.6,9.76,Buy,921.0,
2,2021-06-11,ARKK,TELADOC HEALTH INC,TDOC,8519343.0,1314449431.47,6.07,Buy,2267.0,
3,2021-06-11,ARKK,ROKU INC,ROKU,3471653.0,1207475629.93,5.58,Buy,924.0,
4,2021-06-11,ARKK,SQUARE INC - A,SQ,4407437.0,957030870.18,4.42,Buy,1173.0,
5,2021-06-11,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,2773034.0,960856281.0,4.44,Buy,738.0,
6,2021-06-11,ARKK,SHOPIFY INC - CLASS A,SHOP,719445.0,885708739.5,4.09,Buy,191.0,
7,2021-06-11,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,3288559.0,812898899.21,3.76,Buy,875.0,
8,2021-06-11,ARKK,UNITY SOFTWARE INC,U,7643764.0,770567848.84,3.56,Buy,2034.0,
9,2021-06-11,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,3336252.0,740147506.2,3.42,Buy,61685.0,
10,2021-06-11,ARKK,TWILIO INC - A,TWLO,2286061.0,740912370.1,3.42,Buy,609.0,
11,2021-06-11,ARKK,ZILLOW GROUP INC - C,Z,6308720.0,688470613.6,3.18,Buy,1679.0,
12,2021-06-11,ARKK,EXACT SCIENCES CORP,EXAS,5657113.0,689658645.83,3.19,Buy,1506.0,
13,2021-06-11,ARKK,CRISPR THERAPEUTICS AG,CRSP,4884194.0,604223639.74,2.79,Buy,1300.0,
14,2021-06-11,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,22225151.0,536515145.14,2.48,Buy,5915.0,
15,2021-06-11,ARKK,DOCUSIGN INC,DOCU,2097657.0,509898463.56,2.36,Buy,558.0,
16,2021-06-11,ARKK,10X GENOMICS INC-CLASS A,TXG,2666527.0,509733301.32,2.36,Buy,710.0,
17,2021-06-11,ARKK,DRAFTKINGS INC - CL A,DKNG,7963068.0,427218598.2,1.97,Buy,2119.0,
18,2021-06-11,ARKK,INVITAE CORP,NVTA,13513961.0,422851839.69,1.95,Hold,0.0,2.522935779816506
19,2021-06-11,ARKK,BEAM THERAPEUTICS INC,BEAM,4546058.0,399643958.78,1.85,Buy,1210.0,
20,2021-06-11,ARKK,TWITTER INC,TWTR,6500615.0,391987084.5,1.81,Buy,1730.0,
